address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
1020 Prospect St STE 302,La Jolla,CA,92037,7444800,3102.0,2.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1020-Prospect-St-STE-302-La-Jolla-CA-92037/2095373583_zpid/
712 Silver St,La Jolla,CA,92037,2175000,2292.0,3.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/712-Silver-St-La-Jolla-CA-92037/2094357843_zpid/
7833 Via Capri,La Jolla,CA,92037,2195000,3500.0,5.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7833-Via-Capri-La-Jolla-CA-92037/16852446_zpid/
1741 Calle Delicada,La Jolla,CA,92037,2395000,4147.0,5.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1741-Calle-Delicada-La-Jolla-CA-92037/16857842_zpid/
6170 Inspiration Way,La Jolla,CA,92037,2895000,2578.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6170-Inspiration-Way-La-Jolla-CA-92037/16854860_zpid/
1338 Virginia Way,La Jolla,CA,92037,2999000,3500.0,4.0,3.5,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1338-Virginia-Way-La-Jolla-CA-92037/16848393_zpid/
7712 Moonridge Pl,La Jolla,CA,92037,4395000,5696.0,5.0,6.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7712-Moonridge-Pl-La-Jolla-CA-92037/16839780_zpid/
5622 Taft Ave,La Jolla,CA,92037,2250000,2545.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5622-Taft-Ave-La-Jolla-CA-92037/16855750_zpid/
5453 Cardeno Dr,La Jolla,CA,92037,2586000,3883.0,5.0,4.5,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5453-Cardeno-Dr-La-Jolla-CA-92037/16858465_zpid/
6735 La Jolla Scenic Dr S,La Jolla,CA,92037,4498000,5798.0,5.0,6.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6735-La-Jolla-Scenic-Dr-S-La-Jolla-CA-92037/59310471_zpid/
1640 El Camino Del Teatro,La Jolla,CA,92037,4498000,6847.0,5.0,8.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1640-El-Camino-Del-Teatro-La-Jolla-CA-92037/16851396_zpid/
842 Muirlands Vista Way,La Jolla,CA,92037,2865000,1620.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/842-Muirlands-Vista-Way-La-Jolla-CA-92037/16851118_zpid/
1271 Cave St,La Jolla,CA,92037,3349000,7405.0,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/1271-Cave-St-La-Jolla-CA-92037/16848019_zpid/
7335 Encelia Dr,La Jolla,CA,92037,3495000,3495.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7335-Encelia-Dr-La-Jolla-CA-92037/16851525_zpid/
5859 Box Canyon Rd,La Jolla,CA,92037,3200000,4160.0,4.0,6.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5859-Box-Canyon-Rd-La-Jolla-CA-92037/16855242_zpid/
2815 Via Posada,La Jolla,CA,92037,1529000,3245.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2815-Via-Posada-La-Jolla-CA-92037/16839996_zpid/
100 Coast Blvd UNIT 406,La Jolla,CA,92037,1795000,1971.0,2.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/100-Coast-Blvd-UNIT-406-La-Jolla-CA-92037/16848878_zpid/
6349 Castejon Dr,La Jolla,CA,92037,1899000,3114.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6349-Castejon-Dr-La-Jolla-CA-92037/16851854_zpid/
2636 Caminito Tom Morris,La Jolla,CA,92037,1800000,3159.0,3.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2636-Caminito-Tom-Morris-La-Jolla-CA-92037/16852643_zpid/
1364 Virginia Way,La Jolla,CA,92037,3500000,4200.0,4.0,6.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1364-Virginia-Way-La-Jolla-CA-92037/16848401_zpid/
8305 Calle Del Cielo,La Jolla,CA,92037,3650000,3731.0,4.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8305-Calle-Del-Cielo-La-Jolla-CA-92037/16838649_zpid/
7645 Caminito Coromandel,La Jolla,CA,92037,1800000,2769.0,3.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/7645-Caminito-Coromandel-La-Jolla-CA-92037/52514288_zpid/
7506 Mar Ave,La Jolla,CA,92037,2950000,2971.0,3.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7506-Mar-Ave-La-Jolla-CA-92037/16849112_zpid/
100 Coast Blvd UNIT 405,La Jolla,CA,92037,1795000,1429.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/100-Coast-Blvd-UNIT-405-La-Jolla-CA-92037/16848883_zpid/
1215 Virginia Way,La Jolla,CA,92037,2590000,3127.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1215-Virginia-Way-La-Jolla-CA-92037/16848764_zpid/
7165 Fairway Rd,La Jolla,CA,92037,5995000,5497.0,4.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7165-Fairway-Rd-La-Jolla-CA-92037/16851459_zpid/
850 La Jolla Rancho Rd,La Jolla,CA,92037,5495000,5361.0,6.0,6.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/850-La-Jolla-Rancho-Rd-La-Jolla-CA-92037/16855196_zpid/
2574 Caminito Muirfield,La Jolla,CA,92037,2249000,4200.0,5.0,5.5,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2574-Caminito-Muirfield-La-Jolla-CA-92037/16852484_zpid/
6464 Caminito Northland,La Jolla,CA,92037,2000000,NA,3.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6464-Caminito-Northland-La-Jolla-CA-92037/16852632_zpid/
3147 Hamburg Sq,La Jolla,CA,92037,1345000,2601.0,4.0,3.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/3147-Hamburg-Sq-La-Jolla-CA-92037/17204142_zpid/
8588 Prestwick Dr,La Jolla,CA,92037,4595000,2843.0,5.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8588-Prestwick-Dr-La-Jolla-CA-92037/16839821_zpid/
2415 Calle Del Oro,La Jolla,CA,92037,3950000,2302.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2415-Calle-Del-Oro-La-Jolla-CA-92037/16838653_zpid/
1836 El Camino Del Teatro,La Jolla,CA,92037,3293000,3473.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1836-El-Camino-Del-Teatro-La-Jolla-CA-92037/16852013_zpid/
5680 Linda Rosa Ave,La Jolla,CA,92037,6950000,7000.0,5.0,6.0,NA,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/5680-Linda-Rosa-Ave-La-Jolla-CA-92037/52514372_zpid/
2625 Ridgegate Row,La Jolla,CA,92037,1699888,3736.0,5.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2625-Ridgegate-Row-La-Jolla-CA-92037/16858090_zpid/
00 Ruette Nicole,La Jolla,CA,92037,4950000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/00-Ruette-Nicole-La-Jolla-CA-92037/2095540984_zpid/
000 Ruette Nicole,La Jolla,CA,92037,14950000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/000-Ruette-Nicole-La-Jolla-CA-92037/2095540983_zpid/
0 Ruette Nicole,La Jolla,CA,92037,4950000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/0-Ruette-Nicole-La-Jolla-CA-92037/2095546181_zpid/
9351 La Jolla Farms Rd,La Jolla,CA,92037,4300876,4925.0,5.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/9351-La-Jolla-Farms-Rd-La-Jolla-CA-92037/16834461_zpid/
8246 Caminito Maritimo,La Jolla,CA,92037,1550000,3214.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8246-Caminito-Maritimo-La-Jolla-CA-92037/16840019_zpid/
5756 La Jolla Mesa Dr,La Jolla,CA,92037,3395000,3409.0,3.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5756-La-Jolla-Mesa-Dr-La-Jolla-CA-92037/65238948_zpid/
8172 Prestwick Dr,La Jolla,CA,92037,5995000,3044.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8172-Prestwick-Dr-La-Jolla-CA-92037/16838969_zpid/
6474 Caminito Northland,La Jolla,CA,92037,2270000,3717.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6474-Caminito-Northland-La-Jolla-CA-92037/16852631_zpid/
7799 Starlight Dr,La Jolla,CA,92037,3495000,3379.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7799-Starlight-Dr-La-Jolla-CA-92037/16839752_zpid/
7540 High Ave,La Jolla,CA,92037,3395000,3896.0,3.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7540-High-Ave-La-Jolla-CA-92037/16848992_zpid/
7770 Sierra Mar Dr,La Jolla,CA,92037,3795000,3095.0,5.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7770-Sierra-Mar-Dr-La-Jolla-CA-92037/16848276_zpid/
1570 Virginia Way,La Jolla,CA,92037,3995000,3500.0,5.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1570-Virginia-Way-La-Jolla-CA-92037/2100028472_zpid/
6887 Avenida Andorra,La Jolla,CA,92037,2817000,4573.0,3.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6887-Avenida-Andorra-La-Jolla-CA-92037/16851985_zpid/
5438 Avenida Fiesta,La Jolla,CA,92037,1924900,2639.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5438-Avenida-Fiesta-La-Jolla-CA-92037/16857084_zpid/
6344 La Pintura Dr,La Jolla,CA,92037,2650000,2603.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6344-La-Pintura-Dr-La-Jolla-CA-92037/52514261_zpid/
7741 Via Capri,La Jolla,CA,92037,3749000,4682.0,5.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7741-Via-Capri-La-Jolla-CA-92037/16852417_zpid/
Ridgegate Row,La Jolla,CA,92037,NA,3736.0,4.0,3.5,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/145743287_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Via Estrada,La Jolla,CA,92037,NA,5761.0,6.0,8.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/145743417_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
La Jolla Blvd UNIT A311,La Jolla,CA,92037,NA,1406.0,2.0,2.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/242027472_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
La Canada St,La Jolla,CA,92037,NA,4189.0,5.0,6.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241858203_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Caminito Arriata,La Jolla,CA,92037,NA,2428.0,3.0,3.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/239954713_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2415 Calle Del Oro,La Jolla,CA,92037,3950000,2302.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2415-Calle-Del-Oro-La-Jolla-CA-92037/16838653_zpid/
1836 El Camino Del Teatro,La Jolla,CA,92037,3293000,3473.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1836-El-Camino-Del-Teatro-La-Jolla-CA-92037/16852013_zpid/
5680 Linda Rosa Ave,La Jolla,CA,92037,6950000,7000.0,5.0,6.0,NA,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/5680-Linda-Rosa-Ave-La-Jolla-CA-92037/52514372_zpid/
2625 Ridgegate Row,La Jolla,CA,92037,1699888,3736.0,5.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2625-Ridgegate-Row-La-Jolla-CA-92037/16858090_zpid/
00 Ruette Nicole,La Jolla,CA,92037,4950000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/00-Ruette-Nicole-La-Jolla-CA-92037/2095540984_zpid/
000 Ruette Nicole,La Jolla,CA,92037,14950000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/000-Ruette-Nicole-La-Jolla-CA-92037/2095540983_zpid/
0 Ruette Nicole,La Jolla,CA,92037,4950000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/0-Ruette-Nicole-La-Jolla-CA-92037/2095546181_zpid/
9351 La Jolla Farms Rd,La Jolla,CA,92037,4300876,4925.0,5.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/9351-La-Jolla-Farms-Rd-La-Jolla-CA-92037/16834461_zpid/
8246 Caminito Maritimo,La Jolla,CA,92037,1550000,3214.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8246-Caminito-Maritimo-La-Jolla-CA-92037/16840019_zpid/
5756 La Jolla Mesa Dr,La Jolla,CA,92037,3395000,3409.0,3.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5756-La-Jolla-Mesa-Dr-La-Jolla-CA-92037/65238948_zpid/
8172 Prestwick Dr,La Jolla,CA,92037,5995000,3044.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8172-Prestwick-Dr-La-Jolla-CA-92037/16838969_zpid/
6474 Caminito Northland,La Jolla,CA,92037,2270000,3717.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6474-Caminito-Northland-La-Jolla-CA-92037/16852631_zpid/
7799 Starlight Dr,La Jolla,CA,92037,3495000,3379.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7799-Starlight-Dr-La-Jolla-CA-92037/16839752_zpid/
7540 High Ave,La Jolla,CA,92037,3395000,3896.0,3.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7540-High-Ave-La-Jolla-CA-92037/16848992_zpid/
7770 Sierra Mar Dr,La Jolla,CA,92037,3795000,3095.0,5.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7770-Sierra-Mar-Dr-La-Jolla-CA-92037/16848276_zpid/
1570 Virginia Way,La Jolla,CA,92037,3995000,3500.0,5.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1570-Virginia-Way-La-Jolla-CA-92037/2100028472_zpid/
6887 Avenida Andorra,La Jolla,CA,92037,2817000,4573.0,3.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6887-Avenida-Andorra-La-Jolla-CA-92037/16851985_zpid/
5438 Avenida Fiesta,La Jolla,CA,92037,1924900,2639.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5438-Avenida-Fiesta-La-Jolla-CA-92037/16857084_zpid/
6344 La Pintura Dr,La Jolla,CA,92037,2650000,2603.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6344-La-Pintura-Dr-La-Jolla-CA-92037/52514261_zpid/
7741 Via Capri,La Jolla,CA,92037,3749000,4682.0,5.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7741-Via-Capri-La-Jolla-CA-92037/16852417_zpid/
Ridgegate Row,La Jolla,CA,92037,NA,3736.0,4.0,3.5,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/145743287_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Via Estrada,La Jolla,CA,92037,NA,5761.0,6.0,8.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/145743417_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
La Jolla Blvd UNIT A311,La Jolla,CA,92037,NA,1406.0,2.0,2.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/242027472_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
La Canada St,La Jolla,CA,92037,NA,4189.0,5.0,6.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241858203_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Caminito Arriata,La Jolla,CA,92037,NA,2428.0,3.0,3.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/239954713_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
0000 Beeler Canyon Rd # 0,Poway,CA,92064,325000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/0000-Beeler-Canyon-Rd-0-Poway-CA-92064/2092735931_zpid/
17891 Old Winery Way,Poway,CA,92064,2395000,6132.0,6.0,6.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/17891-Old-Winery-Way-Poway-CA-92064/16738307_zpid/
14555 Victoria Estates Ln,Poway,CA,92064,799900,2382.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/14555-Victoria-Estates-Ln-Poway-CA-92064/16801577_zpid/
15594 Riparian Rd,Poway,CA,92064,999000,2615.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/15594-Riparian-Rd-Poway-CA-92064/16749411_zpid/
15185 Crocker Rd,Poway,CA,92064,899900,2760.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/15185-Crocker-Rd-Poway-CA-92064/16828091_zpid/
13260 Arroya Vista Rd,Poway,CA,92064,1500000,3539.0,4.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/13260-Arroya-Vista-Rd-Poway-CA-92064/16747294_zpid/
13326 Powers Rd,Poway,CA,92064,439000,1267.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/13326-Powers-Rd-Poway-CA-92064/16813382_zpid/
13367 Birch Tree Ln,Poway,CA,92064,439900,1368.0,3.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/13367-Birch-Tree-Ln-Poway-CA-92064/16813524_zpid/
13733 Utopia Rd,Poway,CA,92064,599900,1288.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/13733-Utopia-Rd-Poway-CA-92064/16815210_zpid/
14210 Frame Rd,Poway,CA,92064,670000,1941.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/14210-Frame-Rd-Poway-CA-92064/16801847_zpid/
16310 Woodson View Rd,Poway,CA,92064,1175000,3506.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/16310-Woodson-View-Rd-Poway-CA-92064/16746958_zpid/
13427 Utopia Rd,Poway,CA,92064,550000,1089.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/13427-Utopia-Rd-Poway-CA-92064/16814897_zpid/
14711 Budwin Ln,Poway,CA,92064,649900,2220.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/14711-Budwin-Ln-Poway-CA-92064/16803573_zpid/
12212 )Ld Stone Rd,Poway,CA,92064,1899000,5190.0,5.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/12212-)Ld-Stone-Rd-Poway-CA-92064/2092546418_zpid/
17553 Saint Andrews Dr,Poway,CA,92064,975000,2550.0,5.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/17553-Saint-Andrews-Dr-Poway-CA-92064/16738542_zpid/
17032 Cloudcroft Dr,Poway,CA,92064,899000,2200.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/17032-Cloudcroft-Dr-Poway-CA-92064/16738839_zpid/
15105 Jenell St,Poway,CA,92064,550000,1234.0,3.0,2.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/15105-Jenell-St-Poway-CA-92064/16802697_zpid/
13019 Papago Dr,Poway,CA,92064,669000,1606.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/13019-Papago-Dr-Poway-CA-92064/64947252_zpid/
13306 Tawanka Dr,Poway,CA,92064,699900,1684.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/13306-Tawanka-Dr-Poway-CA-92064/16814718_zpid/
14305 Twin Peaks Rd,Poway,CA,92064,819000,1652.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/14305-Twin-Peaks-Rd-Poway-CA-92064/82930582_zpid/
13252 Cicero Way,Poway,CA,92064,749900,2400.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/13252-Cicero-Way-Poway-CA-92064/64689887_zpid/
15036 Amso St,Poway,CA,92064,749000,2080.0,5.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/15036-Amso-St-Poway-CA-92064/16802622_zpid/
14466 Southern Hills Ln,Poway,CA,92064,2500000,5100.0,4.0,4.0,NA,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/14466-Southern-Hills-Ln-Poway-CA-92064/54468777_zpid/
11275 Beeler Canyon Rd,POWAY,CA,92064,330000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/11275-Beeler-Canyon-Rd-Poway-CA-92064/99473309_zpid/
14440 Carlson Ct,Poway,CA,92064,769000,1936.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/14440-Carlson-Ct-Poway-CA-92064/16828384_zpid/
12410 Buckskin Trl,Poway,CA,92064,529000,1339.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/12410-Buckskin-Trl-Poway-CA-92064/16813929_zpid/
12708 Metate Ln,Poway,CA,92064,599000,1910.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/12708-Metate-Ln-Poway-CA-92064/16814015_zpid/
13816 Pomerado Rd,Poway,CA,92064,519000,1180.0,3.0,2.0,NA,Auction,http://www.zillow.com/homes/for_sale//homedetails/13816-Pomerado-Rd-Poway-CA-92064/16801351_zpid/
13214 Dana Vista St # 117,Poway,CA,92064,155900,1200.0,3.0,2.0,NA,Home For Sale,http://www.zillow.com/homes/for_sale//homedetails/13214-Dana-Vista-St-117-Poway-CA-92064/82942747_zpid/
18330 Old Coach Way,Poway,CA,92064,2695000,7760.0,5.0,6.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/18330-Old-Coach-Way-Poway-CA-92064/16748626_zpid/
13442 Ketron Ave,Poway,CA,92064,689876,1676.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/13442-Ketron-Ave-Poway-CA-92064/16815632_zpid/
15009 Crocker Rd,Poway,CA,92064,720000,1733.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/15009-Crocker-Rd-Poway-CA-92064/16828108_zpid/
13543 Acton Ave,Poway,CA,92064,524990,960.0,3.0,1.0,NA,Coming Soon,http://www.zillow.com/homes/for_sale//homedetails/13543-Acton-Ave-Poway-CA-92064/16830142_zpid/
13459 Starridge St,Poway,CA,92064,624900,1634.0,5.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/13459-Starridge-St-Poway-CA-92064/16815330_zpid/
17087 Old Coach Rd,Poway,CA,92064,4588000,8167.0,5.0,7.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/17087-Old-Coach-Rd-Poway-CA-92064/54904918_zpid/
00 N Pomerado Rd,Poway,CA,92064,395000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/00-N-Pomerado-Rd-Poway-CA-92064/2092716737_zpid/
17891 Old Winemaster Way,Poway,CA,92064,1775000,6532.0,4.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/17891-Old-Winemaster-Way-Poway-CA-92064/16738315_zpid/
16748 Martincoit Rd,Poway,CA,92064,1025000,2395.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/16748-Martincoit-Rd-Poway-CA-92064/16747036_zpid/
14418 Norwalk Ct,Poway,CA,92064,1195000,3050.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/14418-Norwalk-Ct-Poway-CA-92064/99597802_zpid/
16144 Del Norte,Poway,CA,92064,1059000,2689.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/16144-Del-Norte-Poway-CA-92064/16747095_zpid/
15372 Midland Rd,Poway,CA,92064,1319000,4125.0,5.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/15372-Midland-Rd-Poway-CA-92064/16803499_zpid/
15794 Dovewood Ct,Poway,CA,92064,1345000,3552.0,5.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/15794-Dovewood-Ct-Poway-CA-92064/16749394_zpid/
13529 Frame Rd,Poway,CA,92064,589000,1267.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/13529-Frame-Rd-Poway-CA-92064/16813342_zpid/
19050 Old Coach Way,Poway,CA,92064,17000000,8551.0,9.0,10.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/19050-Old-Coach-Way-Poway-CA-92064/16748309_zpid/
15955 Running Deer Trl,Poway,CA,92064,1800000,6583.0,4.0,6.0,NA,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/15955-Running-Deer-Trl-Poway-CA-92064/69017506_zpid/
13819 Powers Rd,Poway,CA,92064,549900,1125.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/13819-Powers-Rd-Poway-CA-92064/16801393_zpid/
18880 Old Coach Way,Poway,CA,92064,4995000,16207.0,7.0,10.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/18880-Old-Coach-Way-Poway-CA-92064/69016826_zpid/
15485 Willow Ranch Trl,Poway,CA,92064,1070000,3476.0,4.0,4.0,NA,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/15485-Willow-Ranch-Trl-Poway-CA-92064/16749487_zpid/
