address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
1515 Skyline Dr,Lemon Grove,CA,91945,650000,2371.0,2.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1515-Skyline-Dr-Lemon-Grove-CA-91945/17114178_zpid/
8124 Darryl St,Lemon Grove,CA,91945,524888,2078.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8124-Darryl-St-Lemon-Grove-CA-91945/17016973_zpid/
1547 San Altos Pl,Lemon Grove,CA,91945,440000,1225.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1547-San-Altos-Pl-Lemon-Grove-CA-91945/17112589_zpid/
8142 Blossom Ln,Lemon Grove,CA,91945,449900,1125.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8142-Blossom-Ln-Lemon-Grove-CA-91945/17113769_zpid/
3071 Buena Vista Ave,Lemon Grove,CA,91945,525000,1440.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3071-Buena-Vista-Ave-Lemon-Grove-CA-91945/17016930_zpid/
1743 Elroy Dr,Lemon Grove,CA,91945,499900,1503.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1743-Elroy-Dr-Lemon-Grove-CA-91945/17113643_zpid/
1540 Drexel Dr,Lemon Grove,CA,91945,374000,1795.0,4.0,2.0,NA,Home For Sale,http://www.zillow.com/homes/for_sale//homedetails/1540-Drexel-Dr-Lemon-Grove-CA-91945/82925968_zpid/
2230 Sherwood Dr,Lemon Grove,CA,91945,499900,2006.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2230-Sherwood-Dr-Lemon-Grove-CA-91945/17017958_zpid/
2794 Citronella St,Lemon Grove,CA,91945,299000,7501.0,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/2794-Citronella-St-Lemon-Grove-CA-91945/17017196_zpid/
2225 Dain Ct,Lemon Grove,CA,91945,599999,2255.0,5.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2225-Dain-Ct-Lemon-Grove-CA-91945/17044578_zpid/
7736 Alton Dr,Lemon Grove,CA,91945,575000,1895.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7736-Alton-Dr-Lemon-Grove-CA-91945/17017821_zpid/
2340 Camino De Las Palmas,Lemon Grove,CA,91945,496000,2560.0,4.0,3.0,NA,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/2340-Camino-De-Las-Palmas-Lemon-Grove-CA-91945/80620218_zpid/
8647 Shannonbrook Ct,Lemon Grove,CA,91945,495000,2084.0,4.0,3.0,NA,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/8647-Shannonbrook-Ct-Lemon-Grove-CA-91945/52519378_zpid/
7811 Palm St,Lemon Grove,CA,91945,439000,1376.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7811-Palm-St-Lemon-Grove-CA-91945/17017603_zpid/
1760 Costada Ct,Lemon Grove,CA,91945,401000,1498.0,3.0,2.0,NA,Auction,http://www.zillow.com/homes/for_sale//homedetails/1760-Costada-Ct-Lemon-Grove-CA-91945/17112133_zpid/
2458 Buena Vista Ave,Lemon Grove,CA,91945,364000,969.0,2.0,1.0,NA,Auction,http://www.zillow.com/homes/for_sale//homedetails/2458-Buena-Vista-Ave-Lemon-Grove-CA-91945/17017533_zpid/
1936 Washington St,Lemon Grove,CA,91945,429900,1365.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1936-Washington-St-Lemon-Grove-CA-91945/17113721_zpid/
3206 Citrus St,Lemon Grove,CA,91945,479000,1390.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3206-Citrus-St-Lemon-Grove-CA-91945/17015658_zpid/
2542 Glebe Rd,Lemon Grove,CA,91945,409950,924.0,2.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2542-Glebe-Rd-Lemon-Grove-CA-91945/17016138_zpid/
7847 Alton Dr Lemon Grv # 91945,Lemon Grove,CA,91945,375000,1146.0,3.0,1.0,NA,Auction,http://www.zillow.com/homes/for_sale//homedetails/7847-Alton-Dr-Lemon-Grv-91945-Lemon-Grove-CA-91945/2093117036_zpid/
3442 Harris St # 44,Lemon Grove,CA,91945,659000,NA,0,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3442-Harris-St-44-Lemon-Grove-CA-91945/17015495_zpid/
1445 Skyline Dr,Lemon Grove,CA,91945,459000,1494.0,0,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1445-Skyline-Dr-Lemon-Grove-CA-91945/2095354281_zpid/
Central Ave,LEMON GROVE,CA,91945,1299000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Central-Ave-Lemon-Grove-CA-91945/17015548_zpid/
000 Dartmoor Dr,Lemon Grove,CA,91945,749000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/000-Dartmoor-Dr-Lemon-Grove-CA-91945/2093124624_zpid/
8402 Roy St,Lemon Grove,CA,91945,534000,2674.0,8.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8402-Roy-St-Lemon-Grove-CA-91945/17044818_zpid/
0 Berry St,Lemon Grove,CA,91945,220000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/0-Berry-St-Lemon-Grove-CA-91945/2109528524_zpid/
Madera St,Lemon Grove,CA,91945,NA,1678.0,3.0,2.5,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/148521524_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Madison Ave,Lemon Grove,CA,91945,NA,1235.0,3.0,1.5,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241565523_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Mildred Way,Lemon Grove,CA,91945,NA,1580.0,4.0,2.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/211009483_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Robin St,Lemon Grove,CA,91945,NA,1464.0,3.0,2.5,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/223182350_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Long Lake Ct,Lemon Grove,CA,91945,NA,1948.0,5.0,2.5,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/241589301_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Meadow Ln,Lemon Grove,CA,91945,NA,1302.0,3.0,2.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/239954785_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Vista Sereno Ct,Lemon Grove,CA,91945,NA,2131.0,5.0,3.5,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/190894981_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
El Prado Ave,LEMON GROVE,CA,91945,NA,2486.0,6.0,3.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/148521153_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Main St,Lemon Grove,CA,91945,NA,1600.0,4.0,2.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241687695_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Barton Dr,Lemon Grove,CA,91945,NA,1461.0,4.0,2.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/242027499_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Lincoln Pl,Lemon Grove,CA,91945,NA,891.0,2.0,1.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/242027500_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Buena Vista Ave,Lemon Grove,CA,91945,NA,969.0,2.0,1.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/148493344_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Di Foss St,Lemon Grove,CA,91945,NA,1660.0,4.0,2.5,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/148493044_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Adams St,Lemon Grove,CA,91945,NA,998.0,2.0,1.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/148493161_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Blossom Hill Dr,Lemon Grove,CA,91945,NA,1167.0,3.0,2.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/148521280_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
San Altos Pl,Lemon Grove,CA,91945,NA,1719.0,3.0,2.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/148521341_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Bradberry Ct,Lemon Grove,CA,91945,NA,1626.0,3.0,2.5,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/242116063_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Berry St,Lemon Grove,CA,91945,NA,1674.0,4.0,2.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/148521391_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Alton Dr,Lemon Grove,CA,91945,NA,1146.0,3.0,1.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/148521457_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
242 Norton Ave,National City,CA,91950,439000,1173.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/242-Norton-Ave-National-City-CA-91950/17095314_zpid/
244 Norton Ave,National City,CA,91950,549000,1925.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/244-Norton-Ave-National-City-CA-91950/2093845862_zpid/
246 Norton Ave,National City,CA,91950,549000,1801.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/246-Norton-Ave-National-City-CA-91950/125785360_zpid/
3131 Valley Rd SPC 66,National City,CA,91950,139900,1498.0,3.0,2.0,NA,Home For Sale,http://www.zillow.com/homes/for_sale//homedetails/3131-Valley-Rd-SPC-66-National-City-CA-91950/104462350_zpid/
2204 N Ave,National City,CA,91950,430000,988.0,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2204-N-Ave-National-City-CA-91950/17099787_zpid/
1144 Scott Dr,National City,CA,91950,425000,1547.0,2.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1144-Scott-Dr-National-City-CA-91950/17093290_zpid/
739 Mariposa Cir,National City,CA,91950,410000,1661.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/739-Mariposa-Cir-National-City-CA-91950/65239888_zpid/
1429 Harbison Ave,National City,CA,91950,449900,1684.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1429-Harbison-Ave-National-City-CA-91950/63147310_zpid/
845 E 13th St,National City,CA,91950,449900,1008.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/845-E-13th-St-National-City-CA-91950/17099068_zpid/
1437 Coolidge Ave,National City,CA,91950,325000,538.0,0,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1437-Coolidge-Ave-National-City-CA-91950/17098666_zpid/
2512 Norfolk St,National City,CA,91950,469900,1240.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2512-Norfolk-St-National-City-CA-91950/17094331_zpid/
1824 Via Las Palmas UNIT 14,National City,CA,91950,255000,1070.0,2.0,2.0,NA,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/1824-Via-Las-Palmas-UNIT-14-National-City-CA-91950/17100768_zpid/
940 E 1st St,National City,CA,91950,315000,1107.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/940-E-1st-St-National-City-CA-91950/17096174_zpid/
2810 Alta Dr,National City,CA,91950,385000,1037.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2810-Alta-Dr-National-City-CA-91950/17101033_zpid/
2508 Seawind Dr,National City,CA,91950,380000,1404.0,4.0,2.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/2508-Seawind-Dr-National-City-CA-91950/17097936_zpid/
2032 Wilson Ave,National City,CA,91950,450000,616.0,2.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2032-Wilson-Ave-National-City-CA-91950/17098619_zpid/
2923 Alta Dr,National City,CA,91950,329900,618.0,2.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2923-Alta-Dr-National-City-CA-91950/17101293_zpid/
2427 Van Ness Ave,National City,CA,91950,299000,1426.0,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2427-Van-Ness-Ave-National-City-CA-91950/17101114_zpid/
801 National City Blvd UNIT 1212,National City,CA,91950,180000,500.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/801-National-City-Blvd-UNIT-1212-National-City-CA-91950/2093054466_zpid/
323 W 18th St # 341,National City,CA,91950,453000,1799.0,5.0,3.0,NA,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/323-W-18th-St-341-National-City-CA-91950/17098570_zpid/
655 Q Ave,National City,CA,91950,370000,1410.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/655-Q-Ave-National-City-CA-91950/82930344_zpid/
40 E 2nd St,National City,CA,91950,377000,1338.0,3.0,2.0,NA,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/40-E-2nd-St-National-City-CA-91950/17096207_zpid/
2841 Coburn St,National City,CA,91950,419000,1116.0,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2841-Coburn-St-National-City-CA-91950/17101042_zpid/
801 National City Blvd UNIT 216,National City,CA,91950,159900,500.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/801-National-City-Blvd-UNIT-216-National-City-CA-91950/2105330777_zpid/
801 National City Blvd UNIT 714,National City,CA,91950,185000,500.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/801-National-City-Blvd-UNIT-714-National-City-CA-91950/2093196864_zpid/
801 National City Blvd UNIT 1001,National City,CA,91950,294000,1000.0,2.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/801-National-City-Blvd-UNIT-1001-National-City-CA-91950/2100966960_zpid/
2736 B Ave,National City,CA,91950,345000,900.0,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2736-B-Ave-National-City-CA-91950/17100030_zpid/
1023 L Ave,National City,CA,91950,331000,1425.0,3.0,2.5,NA,Auction,http://www.zillow.com/homes/for_sale//homedetails/1023-L-Ave-National-City-CA-91950/67403944_zpid/
3410 Paseo De Sabato,National City,CA,91950,488000,1630.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3410-Paseo-De-Sabato-National-City-CA-91950/63519666_zpid/
1441 K Ave,National City,CA,91950,470000,2249.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1441-K-Ave-National-City-CA-91950/17099185_zpid/
715 Rachael Ave,National City,CA,91950,485000,1438.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/715-Rachael-Ave-National-City-CA-91950/17189289_zpid/
232 E 16th St,National City,CA,91950,499000,1235.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/232-E-16th-St-National-City-CA-91950/17098754_zpid/
3837 Peach Blossom St,National City,CA,91950,429900,1056.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3837-Peach-Blossom-St-National-City-CA-91950/17189644_zpid/
2450 Ridgeway Dr,National City,CA,91950,453000,1923.0,4.0,2.0,NA,Auction,http://www.zillow.com/homes/for_sale//homedetails/2450-Ridgeway-Dr-National-City-CA-91950/17100545_zpid/
426 B Ave,National City,CA,91950,899000,650.0,0,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/426-B-Ave-National-City-CA-91950/17096407_zpid/
1329 Highland Ave,National City,CA,91950,650000,NA,0,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1329-Highland-Ave-National-City-CA-91950/2128987926_zpid/
420 Orrell Dr,National City,CA,91950,495000,1474.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/420-Orrell-Dr-National-City-CA-91950/17099992_zpid/
225 S Clairmont Ave,National City,CA,91950,480000,1821.0,6.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/225-S-Clairmont-Ave-National-City-CA-91950/17095876_zpid/
2628 Ridgeway Dr,National City,CA,91950,1250000,NA,NA,NA,NA,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/2628-Ridgeway-Dr-National-City-CA-91950/2102093899_zpid/
Prospect St,National City,CA,91950,NA,2238.0,5.0,3.5,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/148521313_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Thelma Way,National City,CA,91950,NA,1102.0,3.0,2.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/148521372_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Beta St,National City,CA,91950,NA,1504.0,4.0,2.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/148521373_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Paradise Way,National City,CA,91950,NA,1452.0,2.0,2.5,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/148521530_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Calmoor St,National City,CA,91950,NA,2068.0,4.0,2.5,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/148521548_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Tolas Ct,National City,CA,91950,NA,1268.0,3.0,2.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/148521585_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Ave,National City,CA,91950,NA,1844.0,3.0,2.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/190896078_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 19th St,National City,CA,91950,NA,846.0,2.0,1.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/211009493_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Alta Dr,National City,CA,91950,NA,1140.0,3.0,1.5,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/220466231_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
C Ave,National City,CA,91950,NA,1074.0,3.0,2.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/239954810_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Clairmont Ave,National City,CA,91950,NA,992.0,3.0,1.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/190895049_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Plaza Blvd,National City,CA,91950,NA,1701.0,3.0,2.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241543025_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Ave UNIT H30,National City,CA,91950,NA,1155.0,3.0,1.5,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/148521607_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Van Ness Ave,National City,CA,91950,NA,1426.0,4.0,2.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/148521540_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
J Ave UNIT 78,National City,CA,91950,NA,378.0,1.0,1.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241687703_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Helen Cir,National City,CA,91950,NA,1543.0,5.0,2.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/148521426_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Clairmont Ave,National City,CA,91950,NA,992.0,3.0,1.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/190895049_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 4th St,National City,CA,91950,NA,1205.0,4.0,1.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/241543132_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Ridgeway Dr,National City,CA,91950,NA,1923.0,4.0,2.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/148521205_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Seawind Dr,National City,CA,91950,NA,1404.0,4.0,2.0,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/242085883_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Paradise Way,National City,CA,91950,NA,1561.0,NA,NA,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/148521237_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Prospect St,National City,CA,91950,NA,2238.0,5.0,3.5,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/148521313_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
10606 Viacha Dr,San Diego,CA,92124,975000,2626.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/10606-Viacha-Dr-San-Diego-CA-92124/16978670_zpid/
10577 Esmeraldas Dr,San Diego,CA,92124,535000,1558.0,4.0,3.0,NA,Coming Soon,http://www.zillow.com/homes/for_sale//homedetails/10577-Esmeraldas-Dr-San-Diego-CA-92124/16870632_zpid/
11352 Copperleaf Ln,San Diego,CA,92124,689900,1929.0,4.0,2.5,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/11352-Copperleaf-Ln-San-Diego-CA-92124/119920924_zpid/
10846 Cariuto Ct,San Diego,CA,92124,740000,2015.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/10846-Cariuto-Ct-San-Diego-CA-92124/16871547_zpid/
11340 Camino Playa Cancun UNIT 8,San Diego,CA,92124,479900,1068.0,2.0,2.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/11340-Camino-Playa-Cancun-UNIT-8-San-Diego-CA-92124/16873941_zpid/
9773 Caminito Del Marfil,San Diego,CA,92124,495000,1512.0,2.0,3.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/9773-Caminito-Del-Marfil-San-Diego-CA-92124/16869717_zpid/
